name	glycemic_index
Pork vegetable soup with noodles, stew type, chunky style	40.0
Pork with vegetable (excluding carrots, broccoli and/or dark-green leafy) soup, Oriental Style	38.0
Pork, ground or patty, breaded, cooked	95.0
Pork, ground or patty, cooked	0.0
Pork, neck bones, cooked	0.0
Pork, NS as to cut, cooked, lean only eaten	0.0
Pork, NS as to cut, cooked, NS as to fat eaten	0.0
Pork, NS as to cut, fried, lean and fat eaten	0.0
Pork, NS as to cut, fried, lean only eaten	0.0
Pork, NS as to cut, fried, NS as to fat eaten	0.0
Pork, pig's feet, cooked	0.0
Pork, pig's feet, pickled	32.0
Pork, pig's hocks, cooked	0.0
Pork, spareribs, barbecued, with sauce, lean and fat eaten	50.0
Pork, spareribs, barbecued, with sauce, lean only eaten	50.0
Pork, spareribs, barbecued, with sauce, NS as to fat eaten	50.0
Pork, spareribs, cooked, lean and fat eaten	0.0
Pork, spareribs, cooked, lean only eaten	0.0
Pork, spareribs, cooked, NS as to fat eaten	0.0
Pork, tenderloin, baked	0.0
Pork, tenderloin, battered, fried	95.0
Pork, tenderloin, braised	0.0
Pork, tenderloin, breaded, fried	95.0
Pork, tenderloin, cooked, NS as to cooking method	0.0
Pork, vegetable soup with potatoes, stew type	38.0
Postum	50.0
Potato and cheese soup	53.9
Potato chowder	53.3
Potato salad	65.9
Potato salad with egg	65.8
Potato salad, German style	68.2
Potato soup, cream of, prepared with milk	49.5
Potato soup, NS as to made with milk or water	49.5
Potato soup, prepared with water	49.5
PowerBar (fortified high energy bar)	56.0
Pretzel, hard, unsalted	83.0
Pretzel, oatbran, hard	83.0
Pretzels, hard	83.0
Pretzels, NFS	83.0
Pretzels, soft	83.0
Product 19	76.0
Prune juice, unsweetened	29.0
Prune, dried, cooked, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	29.0
Prune, dried, cooked, unsweetened	29.0
Prune, dried, cooked, with sugar	29.0
Prune, dried, uncooked	29.0
Prunes with tapioca, baby food, strained	29.0
Pudding pops, chocolate	44.0
Pudding, bread	61.6
Pudding, canned, chocolate	44.0
Pudding, canned, chocolate and non-chocolate flavors combined	44.0
Pudding, canned, chocolate, fat free	44.0
Pudding, canned, chocolate, reduced fat	44.0
Pudding, canned, flavors other than chocolate	44.0
Pudding, canned, flavors other than chocolate, fat free	44.0
Pudding, canned, flavors other than chocolate, reduced fat	44.0
Pudding, canned, low calorie, containing artificial sweetener, chocolate	44.0
Pudding, canned, low calorie, containing artificial sweetener, flavors other than chocolate	44.0
Pudding, canned, tapioca	62.5
Pudding, canned, tapioca, fat free	62.5
Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added	44.0
Pudding, chocolate, prepared from dry mix, milk added	44.0
Pudding, chocolate, ready-to-eat, low calorie, containing artificial sweetener, NS as to from dry mix or canned	44.0
Pudding, chocolate, ready-to-eat, NS as to from dry mix or canned	44.0
Pudding, coconut	44.0
Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added	44.0
Pudding, flavors other than chocolate, prepared from dry mix, milk added	44.0
Pudding, flavors other than chocolate, ready-to-eat, low calorie, containing artificial sweetener, NS as to from dry mix or canned	44.0
Pudding, flavors other than chocolate, ready-to-eat, NS as to from dry mix or canned	44.0
Pudding, Indian (milk, molasses and cornmeal-based pudding)	44.0
Pudding, NFS	44.0
Pudding, pumpkin	44.0
Pudding, rice	54.0
Pudding, rice flour, with nuts (Indian dessert)	54.0
Pudding, tapioca, made from dry mix, made with milk	62.5
Pudding, tapioca, made from home recipe, made with milk	62.5
Pudding, with fruit and vanilla wafers	59.1
Puerto Rican white cheese (queso del pais, blanco)	27.0
Puffed rice cake	78.0
Puffed rice cake without salt	78.0
Pumpkin, cooked, from canned, fat not added in cooking	75.0
Pumpkin, cooked, from fresh, fat added in cooking	75.0
Pumpkin, cooked, from fresh, fat not added in cooking	75.0
Pumpkin, cooked, NS as to form, fat not added in cooking	75.0
Quail egg, canned	50.0
Quail, cooked	0.0
Quaker Oat Bran Cereal	55.0
Quaker Oatmeal Squares (formerly Quaker Oat Squares)	77.0
Queso Anejo (aged Mexican cheese)	27.0
Queso Asadero	27.0
Queso Chihuahua	27.0
Queso Fresco	27.0
Radicchio, raw	32.0
Radish, Japanese (daikon), cooked, fat not added in cooking	32.0
Radish, raw	32.0
Radishes, pickled, Hawaiian style	32.0
Raisin Bran, Kellogg	61.0
Raisin bran, NFS	61.0
Raisin Bran, Post	61.0
Raisin Bran, Ralston Purina	61.0
Raisin Bran, Total	61.0
Raisin Grape-Nuts	71.0
Raisin Squares Mini-Wheats, Kellogg's (formerly Raisin Squares)	65.0
Raisins	64.0
Raisins, cooked	64.0
Rapeseed oil	0.0
Ravioli, cheese-filled, no sauce	50.0
Ravioli, cheese-filled, with meat sauce	38.5
Ravioli, cheese-filled, with tomato sauce	44.0
Ravioli, meat-filled, no sauce	39.0
Ravioli, meat-filled, with tomato sauce or meat sauce	38.5
Ravioli, meat-filled, with tomato sauce or meat sauce, canned	59.1
Ravioli, NS as to filling, no sauce	39.0
Ravioli, NS as to filling, with tomato sauce	38.5
Raw vegetable, NFS	32.1
Recaito (Puerto Rican little coriander)	32.0
Red kidney beans, dry, cooked, fat added in cooking	28.0
Red kidney beans, dry, cooked, fat not added in cooking	28.0
Red kidney beans, dry, cooked, NS as to fat added in cooking	28.0
Reese's Peanut Butter Cup	43.0
Refried beans	42.0
Rice and potato soup, Puerto Rican style	64.0
Rice beverage	50.0
Rice cake, cracker-type	78.0
Rice Chex	89.0
Rice dressing	64.0
Rice Krispies	82.0
Rice Krispies Treats Cereal (Kellogg's)	82.0
Rice pilaf	64.0
Rice soup, NFS	64.0
Rice, brown and wild, cooked, fat added in cooking	54.0
Rice, brown and wild, cooked, fat not added in cooking	54.0
Rice, brown and wild, cooked, NS as to fat added in cooking	54.0
Rice, brown, cooked, instant, fat added in cooking	64.0
Rice, brown, cooked, instant, fat not added in cooking	64.0
Rice, brown, cooked, instant, NS as to fat added in cooking	55.0
Rice, brown, cooked, regular, fat added in cooking	55.0
Rice, brown, cooked, regular, fat not added in cooking	55.0
Rice, brown, cooked, regular, NS as to fat added in cooking	55.0
Rice, cooked, NFS	64.0
Rice, cooked, NS as to type, fat added in cooking	64.0
Rice, cream of, cooked, fat not added in cooking	64.0
Rice, puffed	87.0
Rice, white and wild, cooked, fat added in cooking	54.0
Rice, white and wild, cooked, fat not added in cooking	54.0
Rice, white and wild, cooked, NS as to fat added in cooking	54.0
Rice, white, cooked with (fat) oil, Puerto Rican style (Arroz blanco)	64.0
Rice, white, cooked, converted, fat added in cooking	47.0
Rice, white, cooked, converted, fat not added in cooking	47.0
Rice, white, cooked, converted, NS as to fat added in cooking	47.0
Rice, white, cooked, glutinous	98.0
Rice, white, cooked, instant, fat added in cooking	69.0
Rice, white, cooked, instant, fat not added in cooking	69.0
Rice, white, cooked, instant, NS as to fat added in cooking	69.0
Rice, white, cooked, regular, fat added in cooking	64.0
Rice, white, cooked, regular, fat not added in cooking	64.0
Rice, white, cooked, regular, NS as to fat added in cooking	64.0
Rice, wild, 100%, cooked, fat not added in cooking	57.0
Ripple Crisp Golden Corn	80.0
Roast beef sandwich	70.0
Roast beef sandwich with cheese	69.2
Roe, shad, cooked	50.0
Roe, sturgeon	50.0
Roll, French or Vienna	95.0
Roll, French or Vienna, toasted	95.0
Roll, garlic	73.0
Roll, hard, NS as to major flour	73.0
Roll, hoagie, submarine	73.0
Roll, hoagie, submarine, toasted	73.0
Roll, made from home recipe or purchased at a bakery, NS as to major flour	70.0
Roll, Mexican, bolillo	73.0
Roll, multigrain	43.0
Roll, multigrain, toasted	43.0
Roll, NS as to major flour	70.0
Roll, NS as to major flour, toasted	73.0
Roll, pumpernickel	50.0
Roll, pumpernickel, toasted	50.0
Roll, rye	58.0
Roll, sour dough	54.0
Roll, sweet	57.9
Roll, sweet, cinnamon bun, frosted	57.9
Roll, sweet, cinnamon bun, no frosting	57.9
Roll, sweet, crumb topping, Mexican (Pan Dulce)	59.0
Roll, sweet, no topping, Mexican (Pan Dulce)	59.0
Roll, sweet, sugar topping, Mexican (Pan Dulce)	59.0
Roll, sweet, toasted	57.9
Roll, sweet, with fruit and nuts, frosted	57.9
Roll, sweet, with fruit, frosted	57.9
Roll, sweet, with fruit, frosted, diet	57.9
Roll, sweet, with fruit, frosted, fat free	57.9
Roll, sweet, with fruit, no frosting	57.9
Roll, sweet, with nuts, frosted	57.9
Roll, sweet, with nuts, no frosting	57.9
Roll, wheat or cracked wheat	71.0
Roll, wheat or cracked wheat, made from home recipe or purchased at bakery	71.0
Roll, white, hard	73.0
Roll, white, hard, toasted	73.0
Roll, white, soft	70.0
Roll, white, soft, made from home recipe or purchased at a bakery	70.0
Roll, white, soft, reduced calorie and/or high fiber	68.0
Roll, white, soft, reduced calorie and/or high fiber, toasted	68.0
Roll, white, soft, toasted	70.0
Roll, whole wheat, 100%	71.0
Roll, whole wheat, 100%, made from home recipe or purchased at bakery	71.0
Roll, whole wheat, 100%, toasted	71.0
Roll, whole wheat, NS as to 100%	71.0
Roll, whole wheat, NS as to 100%, toasted	71.0
Roll, whole wheat, other than 100% or NS as to 100%, made from home recipe or purchased at bakery	71.0
Roll, whole wheat, other than 100% or NS as to 100%, made from home recipe or purchased at bakery, toasted	71.0
Rolls, wheat or cracked wheat, toasted	71.0
Root beer, sugar-free	0.0
Rum	0.0
Russian dressing	50.0
Russian dressing, low-calorie	50.0
Rutabaga, cooked, fat added in cooking	72.0
Rutabaga, cooked, fat not added in cooking	72.0
Saccharin, sugar substitute	50.0
Safflower oil	0.0
Salad dressing, low calorie, oil-free	50.0
Salad dressing, low-calorie, NFS	50.0
Salad dressing, NFS	50.0
Salami, beef	28.0
Salami, dry or hard	28.0
Salami, NFS	28.0
Salami, soft, cooked	28.0
Salisbury steak with gravy (mixture)	63.8
Salmon soup, cream style	27.0
Salmon, baked or broiled	50.0
Salmon, battered, fried	95.0
Salmon, canned	0.0
Salmon, cooked, NS as to cooking method	0.0
Salmon, floured or breaded, fried	95.0
Salmon, smoked	0.0
Salmon, steamed or poached	0.0
Salsa, NFS	38.0
Salsa, red, cooked, homemade	38.0
Salsa, red, cooked, not homemade	38.0
Salsa, red, uncooked	38.0
Salt pork, cooked	0.0
Salty snack mixture, mostly corn or cornmeal based, with pretzels, without nuts	63.0
Salty snacks, corn based puffs and twists, cheese puffs and twists, lowfat	63.0
Salty snacks, corn or cornmeal base, corn chips, corn-cheese chips	63.0
Salty snacks, corn or cornmeal base, corn chips, corn-cheese chips, unsalted	63.0
Salty snacks, corn or cornmeal base, corn puffs and twists; corn-cheese puffs and twists	63.0
Salty snacks, corn or cornmeal base, nuts or nuggets, toasted	63.0
Salty snacks, corn or cornmeal base, tortilla chips	63.0
Salty snacks, corn or cornmeal base, tortilla chips, light (baked with less oil)	63.0
Salty snacks, corn or cornmeal base, tortilla chips, lowfat, baked without fat	63.0
Salty snacks, corn or cornmeal base, tortilla chips, lowfat, baked without fat, unsalted	63.0
Salty snacks, corn or cornmeal base, tortilla chips, unsalted	63.0
Salty snacks, multigrain, chips	63.0
Sandwich loaf, luncheon meat	28.0
Sandwich spread	50.0
Sangria	50.0
Sardines with mustard sauce (mixture)	0.0
Sardines, canned in oil	0.0
Sardines, cooked	0.0
Sardines, skinless, boneless, packed in water	0.0
Sauerkraut, canned, low sodium	32.0
Sauerkraut, cooked, fat added in cooking	32.0
Sauerkraut, cooked, fat not added in cooking	32.0
Sauerkraut, cooked, NS as to fat added in cooking	32.0
Sausage (not cold cut), NFS	28.0
Sausage gravy	50.0
Scallops, baked or broiled	50.0
Scallops, battered, fried	95.0
Scallops, cooked, NS as to cooking method	95.0
Scallops, floured or breaded, fried	95.0
Scallops, steamed or boiled	50.0
Scone	92.0
Scone, with fruit	92.0
Scotch broth (lamb, vegetables, and barley)	31.5
Scrambled egg, made from cholesterol-free frozen mixture	50.0
Scrambled egg, made from cholesterol-free frozen mixture with cheese	50.0
Scrambled egg, made from cholesterol-free frozen mixture with vegetables	50.0
Scrambled egg, made from frozen mixture	50.0
Scrambled egg, made from packaged liquid mixture	50.0
Scrambled egg, made from powdered mixture	50.0
Scrapple, cooked	28.0
Sea bass, baked or broiled	50.0
Sea bass, floured or breaded, fried	95.0
Sea bass, steamed or poached	0.0
Seasoned shredded soup meat (Ropa vieja, sopa de carne ripiada)	50.0
Seaweed, dried	32.0
Seaweed, prepared with soy sauce	32.0
Seaweed, raw	32.0
Sesame dressing	50.0
Sesame oil	0.0
Seven-layer salad (lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon)	32.0
Shark, steamed or poached	0.0
Sherbet, all flavors	42.0
Shortening, vegetable	0.0
Shredded Wheat, 100%	75.0
Shredded Wheat'N Bran	61.0
Shrimp dip, cream cheese base	27.0
Shrimp soup, cream of, prepared with milk	27.0
Shrimp-egg patty (Torta de Cameron seco)	50.0
Shrimp, baked or broiled	50.0
Shrimp, canned	50.0
Shrimp, cooked, NS as to cooking method	50.0
Shrimp, floured, breaded, or battered, fried	95.0
Shrimp, steamed or boiled	50.0
Skittles	70.0
Smelt, battered, fried	95.0
Smelt, floured or breaded, fried	95.0
Smoked link sausage, pork	28.0
Smoked link sausage, pork and beef	28.0
Smoked sausage, pork	28.0
Snails, cooked, NS as to cooking method	50.0
SNICKERS Bar	55.0
Snickers Peanut Butter Bar	55.0
Snowpea (pea pod), cooked, from fresh, fat added in cooking	32.0
Snowpea (pea pod), cooked, from fresh, fat not added in cooking	32.0
Snowpea (pea pod), cooked, from frozen, fat added in cooking	32.0
Snowpea (pea pod), cooked, from frozen, fat not added in cooking	32.0
Snowpea (pea pod), cooked, from frozen, NS as to fat added in cooking	32.0
Snowpea (pea pod), cooked, NS as to form, fat added in cooking	32.0
Snowpea (pea pod), cooked, NS as to form, fat not added in cooking	32.0
Snowpea (pea pod), cooked, NS as to form, NS as to fat added in cooking	32.0
Snowpeas (pea pod), raw	32.0
Soft drink, cola-type	58.0
Soft drink, cola-type, decaffeinated	58.0
Soft drink, cola-type, decaffeinated, sugar-free	50.0
Soft drink, cola-type, sugar-free	50.0
Soft drink, cola-type, with higher caffeine	58.0
Soft drink, fruit flavored, caffeine containing	63.0
Soft drink, fruit flavored, caffeine containing, sugar-free	0.0
Soft drink, fruit-flavored, caffeine free	63.0
Soft drink, fruit-flavored, sugar free, caffeine free	0.0
Soft drink, NFS	58.0
Soft drink, NFS, sugar-free	50.0
Soft drink, pepper-type, decaffeinated, sugar-free	50.0
Soft drink, pepper-type, sugar-free	50.0
Soft taco with beef, cheese, and lettuce	30.0
Sopaipilla, without syrup or honey	59.0
Sorbet and ice cream	51.5
Sorbet, fruit, citrus flavor	59.0
Sorbet, fruit, noncitrus flavor	59.0
Soup, mostly noodles	42.0
Soup, NFS	38.0
Sour cream	27.0
Sour cream, fat free	32.0
Sour cream, half and half	27.0
Sour cream, light	27.0
Sour cream, reduced fat	27.0
Souse	28.0
Soybean curd	16.0
Soybean curd, breaded, fried	16.0
Soybean curd, deep fried	16.0
Soybean meal	16.0
Soybean oil	0.0
Soybean soup, made with milk	43.5
Soybean soup, miso broth	29.2
Soybeans, cooked, fat not added in cooking	16.0
Soyburger, meatless, no bun	16.0
Spaghetti sauce	38.0
Spaghetti sauce with beef or meat other than lamb or mutton, homemade-style	38.0
Spaghetti sauce with combination of meats, homemade-style	38.0
Spaghetti sauce with lamb or mutton, homemade-style	38.0
Spaghetti sauce with meat, canned, no extra meat added	38.0
Spaghetti sauce with poultry, home-made style	38.0
Spaghetti sauce, fat free	38.0
Spaghetti sauce, low sodium	38.0
Spaghetti with clam sauce, NS as to red or white	40.0
Spaghetti with red clam sauce	40.0
Spaghetti with tomato sauce and chicken or turkey	52.0
Spaghetti with tomato sauce and frankfurters or hot dogs	52.0
Spaghetti with tomato sauce and meatballs or spaghetti with meat sauce or spaghetti with meat sauce and meatballs	52.0
Spaghetti with tomato sauce and meatballs, whole wheat noodles or spaghetti with meat sauce, whole wheat noodles or spaghetti with meat sauce and meatballs, whole wheat noodles	52.0
Spaghetti with tomato sauce, meatless	40.0
Spaghetti with tomato sauce, meatless, made with spinach noodles	40.0
Spaghetti with white clam sauce	42.0
Spaghetti, cooked, fat added in cooking	42.0
Spaghetti, cooked, fat not added in cooking	42.0
Spaghetti, cooked, NS as to fat added in cooking	42.0
Special Dark	43.0
Special K	69.0
Spinach dip, sour cream base	27.0
Spinach, cooked, from canned, fat added in cooking	32.0
Spinach, cooked, from canned, fat not added in cooking	32.0
Spinach, cooked, from canned, NS as to fat added in cooking	32.0
Spinach, cooked, from fresh, fat added in cooking	32.0
Spinach, cooked, from fresh, fat not added in cooking	32.0
Spinach, cooked, from fresh, NS as to fat added in cooking	32.0
Spinach, cooked, from frozen, fat added in cooking	32.0
Spinach, cooked, from frozen, fat not added in cooking	32.0
Spinach, cooked, from frozen, NS as to fat added in cooking	32.0
Spinach, cooked, from frozen, with cheese sauce	28.8
Spinach, cooked, NS as to form, fat added in cooking	32.0
Spinach, cooked, NS as to form, fat not added in cooking	32.0
Spinach, cooked, NS as to form, NS as to fat added in cooking	32.0
Spinach, NS as to form, creamed	27.9
Spinach, raw	32.0
Split pea and ham soup	60.0
Split pea and ham soup, canned, reduced sodium, prepared with water or ready-to-serve	60.0
Split pea soup	60.0
Split pea soup, canned, reduced sodium, prepared with water or ready-to-serve	60.0
Spoonbread	75.5
Sprouts, NFS	32.0
Squash, spaghetti, cooked, fat not added in cooking	32.0
Squash, spaghetti, cooked, NS as to fat added in cooking	32.0
Squash, summer, and onions, cooked, fat added in cooking	32.0
Squash, summer, and onions, cooked, fat not added in cooking	32.0
Squash, summer, cooked, from canned, fat added in cooking	32.0
Squash, summer, cooked, from canned, fat not added in cooking	32.0
Squash, summer, cooked, from canned, NS as to fat added in cooking	32.0
Squash, summer, cooked, from fresh, fat added in cooking	32.0
Squash, summer, cooked, from fresh, fat not added in cooking	32.0
Squash, summer, cooked, from fresh, NS as to fat added in cooking	32.0
Squash, summer, cooked, from frozen, fat added in cooking	32.0
Squash, summer, cooked, from frozen, fat not added in cooking	32.0
Squash, summer, cooked, NS as to form, fat added in cooking	32.0
Squash, summer, cooked, NS as to form, fat not added in cooking	32.0
Squash, summer, cooked, NS as to form, NS as to fat added in cooking	32.0
Squash, summer, from fresh, creamed	28.6
Squash, summer, green, raw	32.0
Squash, summer, yellow, raw	32.0
Squash, winter type, baked, fat added in cooking, no sugar added in cooking	75.0
Squash, winter type, baked, fat and sugar added in cooking	71.3
Squash, winter type, baked, no fat added in cooking, sugar added in cooking	71.3
Squash, winter type, baked, no fat or sugar added in cooking	75.0
Squash, winter type, baked, NS as to fat or sugar added in cooking	71.3
Squash, winter type, mashed, fat added in cooking, no sugar added in cooking	75.0
Squash, winter type, mashed, fat and sugar added in cooking	71.3
Squash, winter type, mashed, no fat or sugar added in cooking	75.0
Squash, winter type, mashed, NS as to fat or sugar added in cooking	75.0
Squash, winter, souffle	72.1
Squid, baked, broiled	50.0
Squid, breaded, fried	95.0
Squid, canned	50.0
Squid, pickled	50.0
Squid, steamed or boiled	50.0
Steak, NS as to type of meat, cooked, lean and fat eaten	0.0
Steak, NS as to type of meat, cooked, lean only eaten	0.0
Steak, NS as to type of meat, cooked, NS as to fat eaten	0.0
Stewed dry lima beans, Puerto Rican style	31.0
Stewed dry red beans, Puerto Rican style (Habichuelas coloradas guisadas)	28.0
Stewed potatoes with tomatoes	65.4
Strawberries, cooked or canned, in syrup	54.8
Strawberries, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener	54.8
Strawberries, frozen, NS as to added sweetener	54.8
Strawberries, frozen, unsweetened	40.0
Strawberries, frozen, with sugar	54.8
Strawberries, raw	40.0
Strawberries, raw, with sugar	54.8
Strawberry muesli with pecans and raisins, Ralston	49.0
Strawberry Squares Mini-Wheats, Kellogg's (formerly Strawberry Squares)	72.0
Strawberry-banana-orange juice	50.0
Strudel, apple	59.0
Strudel, berry	59.0
Strudel, cherry	59.0
Sugar (white) and water syrup	68.0
Sugar replacement, saccharin-based, dry powder	50.0
Sugar substitiute, saccharin-based, dry powder and tablets	50.0
Sugar substitute, aspartame-based, dry powder	50.0
Sugar substitute, low-calorie, powdered, NFS	50.0
Sugar substitute, saccharin-based, liquid	50.0
Sugar, brown	68.0
Sugar, brown, liquid	68.0
Sugar, cinnamon	68.0
Sugar, NFS	68.0
Sugar, raw	68.0
Sugar, white, confectioner's, powdered	68.0
Sugar, white, granulated or lump	68.0
Sunflower seeds, hulled, unroasted	20.0
Sweet and sour chicken or turkey	53.3
Sweet and sour dressing	50.0
Sweetpotato leaves, squash leaves, pumpkin leaves, chrysanthemum leaves, bean leaves, or swamp cabbage, cooked, fat not added in cooking	32.0
Sweetpotato with fruit	53.2
Sweetpotato, baked, peel eaten, fat not added in cooking	61.0
Sweetpotato, baked, peel eaten, NS as to fat added in cooking	61.0
Sweetpotato, baked, peel not eaten, fat added in cooking	61.0
Sweetpotato, baked, peel not eaten, fat not added in cooking	61.0
Sweetpotato, baked, peel not eaten, NS as to fat added in cooking	61.0
Sweetpotato, boiled, with peel, fat added in cooking	61.0
Sweetpotato, boiled, with peel, fat not added in cooking	61.0
Sweetpotato, boiled, without peel, fat added in cooking	61.0
Sweetpotato, boiled, without peel, fat not added in cooking	61.0
Sweetpotato, boiled, without peel, NS as to fat added in cooking	61.0
Sweetpotato, candied	63.1
Sweetpotato, canned in syrup	61.0
Sweetpotato, canned in syrup, with fat added in cooking	61.0
Sweetpotato, canned without syrup	61.0
Sweetpotato, canned, NS as to syrup	61.0
Sweetpotato, casserole or mashed	61.0
Sweetpotato, fried	61.0
Sweetpotato, NFS	61.0
Swiss steak	50.0
Swordfish, baked or broiled	50.0
Swordfish, cooked, NS as to cooking method	50.0
Swordfish, floured or breaded, fried	95.0
Swordfish, steamed or poached	0.0
Syrup, pancake, reduced calorie	19.0
Table fat, NFS	0.0
Taco or tostada salad with beef and cheese, corn chips	56.1
Taco or tostada with beans, cheese, meat, lettuce, tomato and salsa	55.0
Taco or tostada with beef, cheese and lettuce	67.5
Taco or tostada with beef, cheese, lettuce, tomato and salsa	57.7
Tamale with meat and/or poultry	61.7
Tamale, sweet, with fruit	59.0
Tangelo, raw	42.0
Tangerine, raw	42.0
Tannier, cooked	32.0
Taro leaves, cooked, fat not added in cooking	32.0
Taro, baked	55.0
Tea, chamomile	50.0
Tea, herbal	50.0
Tea, leaf, decaffeinated, presweetened with low calorie sweetener	50.0
Tea, leaf, decaffeinated, presweetened with sugar	67.0
Tea, leaf, decaffeinated, presweetened, NS as to sweetener	67.0
Tea, leaf, decaffeinated, unsweetened	50.0
Tea, leaf, presweetened with low calorie sweetener	50.0
Tea, leaf, presweetened with sugar	67.0
Tea, leaf, presweetened, NS as to sweetener	67.0
Tea, leaf, unsweetened	50.0
Tea, made from frozen concentrate, unsweetened	50.0
Tea, made from powdered instant, decaffeinated, presweetened with low calorie sweetener	50.0
Tea, made from powdered instant, decaffeinated, presweetened with sugar	68.0
Tea, made from powdered instant, decaffeinated, presweetened, NS as to sweetener	68.0
Tea, made from powdered instant, decaffeinated, unsweetened	50.0
Tea, made from powdered instant, presweetened with low calorie sweetener	50.0
Tea, made from powdered instant, presweetened with sugar	68.0
Tea, made from powdered instant, presweetened, NS as to sweetener	68.0
Tea, made from powdered instant, unsweetened	50.0
Tea, NS as to type, decaffeinated, presweetened with low calorie sweetener	50.0
Tea, NS as to type, decaffeinated, presweetened with sugar	67.0
Tea, NS as to type, decaffeinated, presweetened, NS as to sweetener	67.0
Tea, NS as to type, decaffeinated, unsweetened	50.0
Tea, NS as to type, presweetened with low calorie sweetener	50.0
Tea, NS as to type, presweetened with sugar	67.0
Tea, NS as to type, presweetened, NS as to sweetener	67.0
Tea, NS as to type, unsweetened	50.0
Team	82.0
Thousand Island dressing	50.0
Thousand Island dressing, low-calorie	50.0
Thousand Island dressing, reduced calorie, fat-free, cholesterol-free	50.0
Thuringer	28.0
Toast, NS as to major flour	73.0
Toasted oat cereal	74.0
Toasted Oatmeal, Honey Nut (Quaker)	77.0
Tofu, frozen dessert, chocolate	115.0
Tomato and corn, cooked, fat not added in cooking	50.3
Tomato and okra, cooked, fat added in cooking	35.0
Tomato and okra, cooked, fat not added in cooking	35.0
Tomato and okra, cooked, NS as to fat added in cooking	35.0
Tomato and onion, cooked, fat added in cooking	35.0
Tomato and onion, cooked, fat not added in cooking	35.0
Tomato and onion, cooked, NS as to fat added in cooking	35.0
Tomato and vegetable juice, mostly tomato	38.0
Tomato and vegetable juice, mostly tomato, low sodium	38.0
Tomato beef noodle soup, prepared with water	40.0
Tomato beef soup, prepared with water	38.0
Tomato catsup	38.0
Tomato catsup, low sodium	38.0
Tomato chili sauce (catsup-type)	38.0
Tomato juice	38.0
Tomato noodle soup, prepared with water	40.0
Tomato paste	38.0
Tomato puree	38.0
Tomato relish	32.0
Tomato rice soup, prepared with water	51.0
Tomato sauce	38.0
Tomato sauce, low sodium	38.0
Tomato soup, canned, low sodium, ready-to-serve	38.0
Tomato soup, canned, undiluted	38.0
Tomato soup, cream of, prepared with milk	35.7
Tomato soup, instant type, prepared with water	38.0
Tomato soup, NFS	38.0
Tomato soup, prepared with water	38.0
Tomato vegetable soup with noodles, prepared with water	40.0
Tomato vegetable soup, prepared with water	38.0
Tomato with corn and okra, cooked, fat added in cooking	48.4
Tomato, green, pickled	32.0
Tomatoes, canned, low sodium	38.0
Tomatoes, cooked, from canned, NS as to method	38.0
Tomatoes, cooked, from fresh, NS as to method	38.0
Tomatoes, cooked, NS as to form, NS as to method	38.0
Tomatoes, from canned, stewed	38.0
Tomatoes, from fresh, broiled	38.0
Tomatoes, from fresh, stewed	38.0
Tomatoes, green, cooked, from fresh	38.0
Tomatoes, green, cooked, NS as to form	38.0
Tomatoes, green, raw	38.0
Tomatoes, NS as to form, broiled	38.0
Tomatoes, NS as to form, scalloped	38.0
Tomatoes, NS as to form, stewed	38.0
Tomatoes, raw	38.0
Tomatoes, red, dried	38.0
Tomatoes, red, NS as to form, fried	38.0
Topping, butterscotch or caramel	19.0
Topping, chocolate, thick, fudge type	19.0
Tortellini, cheese-filled, meatless, with tomato sauce	50.0
Tortellini, cheese-filled, meatless, with vinaigrette dressing	50.0
Tortellini, cheese-filled, with cream sauce	50.0
Tortilla, corn	52.0
Tortilla, flour (wheat)	30.0
Tortilla, NFS	41.0
Tortilla, whole wheat	30.0
Total	76.0
Total Corn Flakes	81.0
Trout, baked or broiled	50.0
Trout, battered, fried	95.0
Trout, breaded or battered, baked	95.0
Trout, floured or breaded, fried	95.0
Trout, smoked	0.0
Trout, steamed or poached	0.0
Tuna and rice with (mushroom) soup (mixture)	51.8
Tuna cake or patty	79.3
Tuna casserole with vegetables and (mushroom) soup, no noodles	64.2
Tuna noodle casserole with (mushroom) soup	52.3
Tuna noodle casserole with cream or white sauce	59.2
Tuna noodle casserole with vegetables and (mushroom) soup	52.0
Tuna noodle casserole with vegetables, cream or white sauce	51.1
Tuna salad	38.6
Tuna salad with egg	39.7
Tuna, canned, NS as to oil or water pack	0.0
Tuna, canned, oil pack	0.0
Tuna, canned, water pack	0.0
Tuna, fresh, baked or broiled	50.0
Tuna, fresh, floured or breaded, fried	95.0
Tuna, fresh, raw	0.0
Tuna, fresh, steamed or poached	0.0
Turkey and pork sausage, fresh, bulk, patty or link, cooked	28.0
Turkey bacon, cooked	50.0
Turkey breakfast sausage, bulk	0.0
Turkey ham	50.0
Turkey ham, sliced, extra lean, prepackaged or deli, luncheon meat	50.0
Turkey noodle soup	42.0
Turkey noodle soup, home recipe	42.0
Turkey or chicken breast, prepackaged or deli, luncheon meat	0.0
