name	glycemic_index
Turkey pastrami	50.0
Turkey salami	28.0
Turkey sausage, smoked	28.0
Turkey with gravy (mixture)	50.0
Turkey, baby food, strained	50.0
Turkey, back, cooked	0.0
Turkey, canned	0.0
Turkey, dark meat, roasted, NS as to skin eaten	0.0
Turkey, dark meat, roasted, skin eaten	0.0
Turkey, dark meat, roasted, skin not eaten	0.0
Turkey, drumstick, cooked, NS as to skin eaten	0.0
Turkey, drumstick, cooked, skin eaten	0.0
Turkey, drumstick, cooked, skin not eaten	0.0
Turkey, drumstick, roasted, NS as to skin eaten	0.0
Turkey, drumstick, roasted, skin eaten	0.0
Turkey, drumstick, roasted, skin not eaten	0.0
Turkey, drumstick, smoked, cooked, skin eaten	0.0
Turkey, ground	0.0
Turkey, light and dark meat, roasted, NS as to skin eaten	0.0
Turkey, light and dark meat, roasted, skin eaten	0.0
Turkey, light and dark meat, roasted, skin not eaten	0.0
Turkey, light meat, breaded, baked or fried, skin not eaten	95.0
Turkey, light meat, cooked, NS as to skin eaten	0.0
Turkey, light meat, cooked, skin eaten	0.0
Turkey, light meat, cooked, skin not eaten	0.0
Turkey, light meat, roasted, NS as to skin eaten	0.0
Turkey, light meat, roasted, skin eaten	0.0
Turkey, light meat, roasted, skin not eaten	0.0
Turkey, light or dark meat, smoked, cooked, NS as to skin eaten	0.0
Turkey, light or dark meat, smoked, cooked, skin not eaten	0.0
Turkey, neck, cooked	0.0
Turkey, NFS	0.0
Turkey, nuggets	95.0
Turkey, pork, and beef sausage, lowfat, smoked	28.0
Turkey, pork, and beef sausage, reduced fat, smoked	28.0
Turkey, rolled roast, light or dark meat, cooked	50.0
Turkey, thigh, cooked, NS as to skin eaten	0.0
Turkey, thigh, cooked, skin eaten	0.0
Turkey, thigh, cooked, skin not eaten	0.0
Turkey, wing, cooked, NS as to skin eaten	0.0
Turkey, wing, cooked, skin eaten	0.0
Turkey, wing, cooked, skin not eaten	0.0
Turnip greens with roots, cooked, from fresh, fat added in cooking	32.0
Turnip greens with roots, cooked, from frozen, fat not added in cooking	32.0
Turnip greens, cooked, from canned, fat added in cooking	32.0
Turnip greens, cooked, from canned, fat not added in cooking	32.0
Turnip greens, cooked, from canned, NS as to fat added in cooking	32.0
Turnip greens, cooked, from fresh, fat added in cooking	32.0
Turnip greens, cooked, from fresh, fat not added in cooking	32.0
Turnip greens, cooked, from fresh, NS as to fat added in cooking	32.0
Turnip greens, cooked, from frozen, fat added in cooking	32.0
Turnip greens, cooked, from frozen, fat not added in cooking	32.0
Turnip greens, cooked, NS as to form, fat added in cooking	32.0
Turnip greens, cooked, NS as to form, fat not added in cooking	32.0
Turnip greens, cooked, NS as to form, NS as to fat added in cooking	32.0
Turnip, cooked, from fresh, fat added in cooking	72.0
Turnip, cooked, from fresh, fat not added in cooking	72.0
Turnip, cooked, from fresh, NS as to fat added in cooking	72.0
Turnip, cooked, NS as to form, fat added in cooking	72.0
Turnip, cooked, NS as to form, fat not added in cooking	72.0
Turnip, raw	72.0
Turnips, from fresh, creamed	39.9
Turnover or dumpling, apple	59.0
Turnover or dumpling, berry	59.0
Turnover or dumpling, cherry	59.0
Turnover or dumpling, lemon	59.0
Turnover or dumpling, peach	59.0
Turnover, guava	59.0
TWIX Chocolate Fudge Cookie Bars	44.0
TWIX Cookie Bars	44.0
TWIX Peanut Butter Cookie Bars	44.0
Uncle Sam's Hi Fiber Cereal	42.0
Veal chop, broiled, lean only eaten	0.0
Veal chop, broiled, NS as to fat eaten	0.0
Veal chop, fried, lean and fat eaten	50.0
Veal chop, fried, lean only eaten	50.0
Veal cutlet or steak, broiled, lean only eaten	0.0
Veal cutlet or steak, fried, lean only eaten	0.0
Veal cutlet or steak, fried, NS as to fat eaten	50.0
Veal cutlet or steak, NS as to cooking method, lean only eaten	0.0
Veal cutlet or steak, NS as to cooking method, NS as to fat eaten	0.0
Veal patty, breaded, cooked	50.0
Veal, ground or patty, cooked	0.0
Veal, NS as to cut, cooked, lean only eaten	0.0
Veal, NS as to cut, cooked, NS as to fat eaten	0.0
Veal, roasted, lean and fat eaten	0.0
Veal, roasted, lean only eaten	0.0
Vegetable bean soup, prepared with water or ready-to-serve	39.0
Vegetable beef soup with noodles or pasta, home recipe	40.0
Vegetable beef soup with rice, home recipe	51.0
Vegetable beef soup with rice, prepared with water or ready-to-serve	51.0
Vegetable beef soup, canned, undiluted	38.0
Vegetable beef soup, chunky style	38.0
Vegetable beef soup, home recipe	38.0
Vegetable beef soup, prepared with water	38.0
Vegetable chicken noodle soup, prepared with water or ready-to-serve	40.0
Vegetable chicken or turkey soup, prepared with water or ready-to-serve	38.0
Vegetable chicken rice soup, prepared with water or ready-to-serve	51.0
Vegetable chicken soup, canned, prepared with water, low sodium	38.0
Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, with soy-based sauce	49.1
Vegetable combination (green beans, broccoli, onions, mushrooms), cooked, fat not added in cooking	32.0
Vegetable combination (green beans, broccoli, onions, mushrooms), cooked, NS as to fat added in cooking	32.0
Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, with cream sauce	30.1
Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, with soy-based sauce	48.2
Vegetable combinations (broccoli, carrots, corn, cauliflower, etc.), cooked, fat added in cooking	48.6
Vegetable combinations (broccoli, carrots, corn, cauliflower, etc.), cooked, fat not added in cooking	48.6
Vegetable combinations (broccoli, carrots, corn, cauliflower, etc.), cooked, NS as to fat added in cooking	48.6
Vegetable combinations (excluding carrots, broccoli, and dark-green leafy), cooked, with cheese sauce	43.1
Vegetable combinations (including carrots, broccoli, and/or dark-green leafy), cooked, with cheese sauce	38.3
Vegetable combinations, Oriental style, (broccoli, green pepper,  water chestnuts, etc), cooked, fat not added in cooking	32.0
Vegetable combinations, Oriental style, (broccoli, green pepper, water chestnut, etc) cooked, NS as to fat added in cooking	32.0
Vegetable combinations, Oriental style, (broccoli, green pepper, water chestnuts, etc), cooked, fat added in cooking	32.0
Vegetable noodle soup, canned, reduced sodium, prepared with water or ready-to-serve	40.0
Vegetable noodle soup, home recipe	40.0
Vegetable noodle soup, prepared with water	40.0
Vegetable oil-butter spread, reduced calorie, stick, salted	0.0
Vegetable oil-butter spread, reduced calorie, tub, salted	50.0
Vegetable oil-butter spread, stick, salted	50.0
Vegetable oil-butter spread, tub, salted	50.0
Vegetable oil, NFS	0.0
Vegetable relish	32.0
Vegetable rice soup, prepared with water	51.0
Vegetable soup with chicken broth, Mexican style (Sopa Ranchera)	38.0
Vegetable soup, canned, low sodium, prepared with water or ready-to-serve	38.0
Vegetable soup, canned, undiluted	38.0
Vegetable soup, chunky style	38.0
Vegetable soup, cream of, made from dry mix, low sodium, prepared with water	32.5
Vegetable soup, cream of, prepared with milk	32.5
Vegetable soup, home recipe	38.0
Vegetable soup, made from dry mix	38.0
Vegetable soup, prepared with water or ready-to-serve	38.0
Vegetable soup, with pasta, chunky style	40.0
Vegetables, NS as to type, cooked, fat added in cooking	42.6
Vegetables, NS as to type, cooked, fat not added in cooking	42.6
Vegetables, NS as to type, cooked, NS as to fat added in cooking	42.6
Vegetables, pickled	32.0
Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, fat added in cooking	62.0
Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, fat not added in cooking	62.1
Vegetarian stew	39.0
Vegetarian vegetable soup, prepared with water	38.0
Venison/deer jerky	50.0
Venison/deer ribs, cooked	0.0
Venison/deer steak, breaded or floured, cooked, NS as to cooking method	50.0
Venison/deer steak, cooked, NS as to cooking method	0.0
Venison/deer, NFS	0.0
Venison/deer, roasted	0.0
Venison/deer, stewed	0.0
Vichyssoise soup	49.5
Vienna sausage, canned	28.0
Vienna sausage, chicken, canned	28.0
Vinegar, sugar, and water dressing	50.0
Vodka	0.0
Waffle, 100% whole wheat or 100% whole grain	76.0
Waffle, fruit	76.0
Waffle, multi-bran	76.0
Waffle, nut and honey	76.0
Waffle, oat bran	76.0
Waffle, plain	76.0
Waffle, plain, fat free	76.0
Waffle, plain, lowfat	76.0
Waffle, wheat, bran, or multigrain	76.0
Walnuts	20.0
Water chestnut	32.0
Watercress, raw	32.0
Watermelon, raw	72.0
Weetabix Whole Wheat Cereal	70.0
Welsh rarebit	27.0
Wheat Chex	58.0
Wheat, cream of, cooked, instant, fat added in cooking	74.0
Wheat, cream of, cooked, instant, fat not added in cooking	74.0
Wheat, cream of, cooked, instant, NS as to fat added in cooking	74.0
Wheat, cream of, cooked, made with milk	49.8
Wheat, cream of, cooked, NS as to regular, quick, or instant, fat not added in cooking	66.0
Wheat, cream of, cooked, NS as to regular, quick, or instant, NS as to fat added in cooking	66.0
Wheat, cream of, cooked, quick, fat added in cooking	66.0
Wheat, cream of, cooked, quick, fat not added in cooking	66.0
Wheat, cream of, cooked, quick, NS as to fat added in cooking	66.0
Wheat, cream of, cooked, regular, fat added in cooking	66.0
Wheat, cream of, cooked, regular, fat not added in cooking	66.0
Wheat, cream of, cooked, regular, NS as to fat added in cooking	66.0
Wheat, puffed, plain	74.0
Wheat, puffed, presweetened with sugar	71.0
Wheaties	37.0
Wheaties, Honey Frosted (formerly Wheaties Honey Gold)	72.0
Whipped cream substitute, nondairy, lowfat, low sugar, made from powdered mix	55.4
Whipped cream substitute, nondairy, made from powdered mix	55.4
Whipped topping, nondairy, frozen	55.4
Whipped topping, nondairy, frozen, lowfat	55.4
Whipped topping, nondairy, NS as to canned, frozen, or made from powdered mix	55.4
Whipped topping, nondairy, pressurized can	55.4
Whiskey	50.0
White beans, dry, cooked, fat added in cooking	13.0
White beans, dry, cooked, fat not added in cooking	13.0
White beans, dry, cooked, NS as to fat added in cooking	13.0
White potato skins, chips	54.0
White potato skins, with adhering flesh, baked	72.5
White potato, baked, peel eaten, fat added in cooking	72.5
White potato, baked, peel eaten, fat not added in cooking	72.5
White potato, baked, peel eaten, NS as to fat added in cooking	72.5
White potato, baked, peel not eaten	72.5
White potato, boiled, with peel, fat added in cooking	47.7
White potato, boiled, with peel, fat not added in cooking	66.2
White potato, boiled, with peel, NS as to fat added in cooking	47.7
White potato, boiled, without peel, canned, low sodium, fat not added in cooking	63.0
White potato, boiled, without peel, fat added in cooking	66.2
White potato, boiled, without peel, fat not added in cooking	66.2
White potato, boiled, without peel, NS as to fat added in cooking	66.2
White potato, chips	54.0
White potato, chips, fat free	54.0
White potato, chips, reduced fat	54.0
White potato, chips, restructured	54.0
White potato, chips, restructured, baked	54.0
White potato, chips, restructured, reduced fat and reduced sodium	54.0
White potato, chips, unsalted	54.0
White potato, chips, unsalted, reduced fat	54.0
White potato, cooked, with cheese	69.3
White potato, cooked, with sauce, NS as to sauce	67.3
White potato, french fries, breaded or battered	75.0
White potato, french fries, from fresh, deep fried	75.0
White potato, french fries, from frozen, deep fried	75.0
White potato, french fries, from frozen, oven baked	75.0
White potato, french fries, NS as to from fresh or frozen	75.0
White potato, from complete dry mix, mashed, made with water	85.0
White potato, from dry, mashed, made with milk and fat	85.0
White potato, from dry, mashed, made with milk, fat and egg	85.0
White potato, from dry, mashed, made with milk, no fat	85.0
White potato, from dry, mashed, NS as to milk or fat	85.0
White potato, from fresh, mashed, made with fat	79.3
White potato, from fresh, mashed, made with milk	79.3
White potato, from fresh, mashed, made with milk and fat	79.3
White potato, from fresh, mashed, made with milk, fat and cheese	79.3
White potato, from fresh, mashed, not made with milk or fat	79.3
White potato, from fresh, mashed, NS as to milk or fat	79.3
White potato, hash brown, from dry mix	75.0
White potato, hash brown, from fresh	75.0
White potato, hash brown, from frozen	75.0
White potato, hash brown, NS as to from fresh, frozen, or dry mix	75.0
White potato, hash brown, with cheese	75.0
White potato, home fries	75.0
White potato, home fries, with green or red peppers and onions	75.0
White potato, mashed, NFS	79.3
White potato, NFS	66.2
White potato, roasted, fat added in cooking	72.5
White potato, roasted, fat not added in cooking	72.5
White potato, roasted, NS as to fat added in cooking	72.5
White potato, scalloped	68.6
White potato, scalloped, with ham	68.6
White potato, sticks	54.0
White potato, stuffed, baked, peel eaten, NS as to topping	69.7
White potato, stuffed, baked, peel eaten, stuffed with broccoli and cheese sauce	70.1
White potato, stuffed, baked, peel eaten, stuffed with cheese	70.1
White potato, stuffed, baked, peel eaten, stuffed with meat in cream sauce	68.8
White potato, stuffed, baked, peel eaten, stuffed with sour cream	69.7
White potato, stuffed, baked, peel not eaten, NS as to topping	69.5
White potato, stuffed, baked, peel not eaten, stuffed with bacon and cheese	69.2
White potato, stuffed, baked, peel not eaten, stuffed with broccoli and cheese sauce	69.2
White potato, stuffed, baked, peel not eaten, stuffed with cheese	69.2
White potato, stuffed, baked, peel not eaten, stuffed with chicken, broccoli and cheese sauce	69.2
White potato, stuffed, baked, peel not eaten, stuffed with chili	66.8
White potato, stuffed, baked, peel not eaten, stuffed with sour cream	68.7
White sauce, milk sauce	27.0
Whiting, baked or broiled	50.0
Whiting, battered, fried	95.0
Whiting, floured or breaded, fried	95.0
Whole wheat cereal, cooked, fat added in cooking	48.0
Whole wheat cereal, cooked, fat not added in cooking	48.0
Whole wheat cereal, cooked, NS as to fat added in cooking	48.0
Whole wheat cereal, wheat and barley, cooked, fat not added in cooking	36.5
Whole wheat cereal, wheat and barley, cooked, NS as to fat added in cooking	36.5
Wine cooler	50.0
Wine, dessert, sweet	50.0
Wine, light	50.0
Wine, light, nonalcoholic	50.0
Wine, rice	50.0
Wine, table, dry	50.0
Winter melon, cooked	32.0
Yam, Puerto Rican (Name), cooked	37.0
Yellow rice, cooked, regular, fat added in cooking	64.0
Yellow rice, cooked, regular, fat not added in cooking	64.0
Yellow rice, cooked, regular, NS as to fat added in cooking	64.0
Yogurt dressing	50.0
Yogurt, chocolate, nonfat milk	32.0
Yogurt, chocolate, NS as to type of milk	33.0
Yogurt, frozen, chocolate, lowfat milk	50.0
Yogurt, frozen, chocolate, nonfat milk	50.0
Yogurt, frozen, chocolate, nonfat milk, with low-calorie sweetener	50.0
Yogurt, frozen, chocolate, NS as to type of milk	50.0
Yogurt, frozen, chocolate, whole milk	50.0
Yogurt, frozen, flavors other than chocolate, lowfat milk	50.0
Yogurt, frozen, flavors other than chocolate, nonfat milk	50.0
Yogurt, frozen, flavors other than chocolate, nonfat milk, with low-calorie sweetener	50.0
Yogurt, frozen, flavors other than chocolate, NS as to type of milk	50.0
Yogurt, frozen, flavors other than chocolate, whole milk	50.0
Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated	50.0
Yogurt, frozen, NS as to flavor, lowfat milk	50.0
Yogurt, frozen, NS as to flavor, nonfat milk	50.0
Yogurt, frozen, NS as to flavor, NS as to type of milk	50.0
Yogurt, fruit variety, lowfat milk	31.0
Yogurt, fruit variety, nonfat milk	32.0
Yogurt, fruit variety, nonfat milk, sweetened with low-calorie sweetener	19.0
Yogurt, fruit variety, NS as to type  of milk	33.0
Yogurt, fruit variety, whole milk	33.0
Yogurt, NS as to type of milk or flavor	33.0
Yogurt, plain, lowfat milk	36.0
Yogurt, plain, nonfat milk	36.0
Yogurt, plain, NS as to type of milk	31.5
Yogurt, plain, whole milk	36.0
Yogurt, vanilla, lemon, maple, or coffee flavor, lowfat milk	27.0
Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk	32.0
